SetID,SetName,pval,padj,log2err,ES,NES,size,leadingEdge
MOSET7008,Doyle_DRD1_MSN_6_FoldEnrich,0.0759240759240759,0.8140145568717,0.159646701919906,0.265104136162714,1.43971592096657,120,ABCB10|GNB4|SCRN1|JARID2|TBR1|MN1|PTCH1|OIP5|BCL2L11|1110032F04RIK|ATP6V1C2|SPATA13|NUP153|SRC|NRF1|RGS12|TYRO3|LSM2|ASB8|GAD1|EYA1|MTMR1|MEN1|OGA|ITPR1|PEG3|NF1|PITPNM1|DHX9|BCL9L|SSR1|CHST2|PRSS12|AZIN1|SIN3A|SATB2|RANBP2|MED14|PUM2|GOPC|ZFP365|PUM1|ASH1L|EML2|SLC35C2|SPPL3|IRAK1BP1|TRIO|CDK12
MOSET7342,TRAN_AMY_2020_EXCIT_A,0.0759240759240759,0.8140145568717,0.159646701919906,0.381820816100884,1.72118040651061,26,ATP8B1|TOX|RORB|FOXP2|FSTL4|HS3ST2|HTR2A|IL1RAPL2|CLSTN2|TSHZ2|CADPS2|POU6F2|ELAVL4|RHOBTB2|TDO2
MOSET7380,TRAN_DLPFC_2020_EXCIT_A,0.0759240759240759,0.8140145568717,0.159646701919906,0.381820816100884,1.72118040651061,26,ATP8B1|TOX|RORB|FOXP2|FSTL4|HS3ST2|HTR2A|IL1RAPL2|CLSTN2|TSHZ2|CADPS2|POU6F2|ELAVL4|RHOBTB2|TDO2
MOSET7150,LAKE_2018_EX1,0.0769230769230769,0.822766307326878,0.158514105424824,0.229947505640273,1.31255979315454,273,ARHGAP26|CAMK2N1|KCNQ5|SHC3|PRKCB|GNAL|RGS7|LRFN2|PAK1|LDB2|NDST3|CBLN2|EFNA5|CAP2|TMEM108|ADGRL2|PHACTR1|PTPRO|CNKSR2|FLRT2|FSTL4|RBFOX1|MED12L|MEIS2|USP25|CDH12|FAT3|NIN|LRRTM4|NGEF|TMEM132D|SORCS1|PLEKHA5|ATRNL1|DOK6|NLK|CCDC30|DCLK2|TLK1|MLIP|RUNDC3A|KCNH1|PDE7B|PCDH7|KCNJ6|PDE8B|NDFIP2|LRFN5|ABI2|FBXW7
MOSET151,STANFORD_CEREBRAL_CORTEX_SW,0.0799200799200799,0.825413118991101,0.155241966228839,0.274644784679074,1.47079298887038,98,CAMK2N1|SHC3|GRK3|LDB2|CAP2|PDE4B|PHACTR1|RAB27B|FLRT2|NGEF|NCEH1|PPM1E|LRATD1|CDCA7|ATRNL1|NLK|BRWD1|KCNH2|NDFIP2|KIF24|PLXNA4|ENC1|CNTNAP2|CHN1|CAMK2A|POU6F2|COPG2|HNRNPA1|TBC1D7|GDA|MRTFB|PLCB1|ADGRB2|PCSK2|TMEM132B|LIMD2|LRRTM2
MOSET2224,MGI_MP:0000828__ABNORMAL_FOURTH_VENTRICLE_MORPHOLOGY,0.0779220779220779,0.825413118991101,0.157402899305283,0.557064411531691,1.91999892398547,8,LATS2|GSX2|DDB1|TEAD1|RB1
MOSET2283,MGI_MP:0000397__ABNORMAL_GUARD_HAIR,0.0799200799200799,0.825413118991101,0.155241966228839,0.680021963764079,2.0490019645296,5,FGF5|RBL1|GSDMA3
MOSET23,G2C_MITOCHONDRIA,0.0789210789210789,0.825413118991101,0.156312403073186,0.283226122138165,1.49734956466166,82,NIPSNAP2|SLC25A13|DECR1|OGDHL|VDAC2|IDH2|SOD2|GAPDH|VDAC3|UQCRC1|HSPA9|SLC25A12|SLC25A3|SFXN5|MTX2|IDH3A|CYB5B|VDAC1|ACO2|CS|NDUFS1|MTX1|GOT2|DLST|SLC25A4|UQCRC2|AIFM1|MPC1|PDHB
MOSET3023,MGI_MP:0001504__ABNORMAL_POSTURE,0.0779220779220779,0.825413118991101,0.157402899305283,0.310612614238529,1.57386109123502,58,DRD1|TTN|NTF3|RUNX3|KCNE1|PRKN|SCN8A|GLRB|FZD4|CACNB4|LGI4
MOSET3207,MGI_MP:0006304__ABNORMAL_SEMINIFEROUS_EPITHELIUM_MORPHOLOGY,0.0779220779220779,0.825413118991101,0.157402899305283,0.538658299644884,1.90554418425911,9,RBP1|KCNJ6|DNMT3L|LGR4|PAFAH1B1|PAFAH1B2|STRBP
MOSET3328,MGI_MP:0000157__ABNORMAL_STERNUM_MORPHOLOGY,0.0779220779220779,0.825413118991101,0.157402899305283,0.312242517704713,1.57043525761533,52,DMRT2|RARB|PTH1R|JARID2|ARID5B|RYR1|CACNA1S|PHC2|MTF2|SSBP3|RARA|HIF1A|PHC1|HOXB2
MOSET3343,MGI_MP:0008023__ABNORMAL_STYLOID_PROCESS_MORPHOLOGY,0.0799200799200799,0.825413118991101,0.155241966228839,0.531639442186937,1.8807144489372,9,PRRX1|PBX1|DLX5|GBX2|ECE1|FGFR1|HOXA2
MOSET3936,MGI_MP:0000036__ABSENT_SEMICIRCULAR_CANALS,0.0789210789210789,0.825413118991101,0.156312403073186,0.502039487219704,1.86336085042082,11,DLX6|FIGN|DLX5
MOSET5086,MGI_MP:0003694__FAILURE_TO_HATCH_FROM_THE_ZONA_PELLUCIDA,0.0799200799200799,0.825413118991101,0.155241966228839,0.451525462325332,1.83964857037432,16,BIRC5|ATF1|RBBP8|TSHZ2|CHEK1|CDX2|TXN1|PARG|DPAGT1|HSPA5|CDK11B|SMARCB1
