Network,Module,Genotype_Est,Genotype_Pval,Region_Est,Region_Pval,Interaction_Est,Interaction_Pval,Basic_Model_R2,Interaction_Model_R2,Mean_Expr
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,floralwhite,0.222686992267867,0.405372177688979,0.306123123380248,0.261754329114041,-0.539178636250944,0.171051552903414,-0.209262216198984,-0.0606215913785091,2.85401085171006
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,lightsteelblue1,-0.00143544643445189,0.993590217226386,0.532393469053627,0.0152570862845004,-0.532377427458787,0.0614803872382339,0.300232541600119,0.505044388482384,2.67634475187116
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,lightyellow,0.00995650267261892,0.950886086716815,0.584603975190921,0.00577518555634563,-0.274561401917588,0.250385707624644,0.570912842620662,0.595016660228162,4.3796854907896
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,navajowhite1,-0.311745589469514,0.0873337303614795,0.364089415814822,0.0525240545916549,-0.086544363606708,0.712202071727916,0.617302601491631,0.577189413764928,3.50952345674961
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,greenyellow,0.070846758667891,0.706030686785919,0.499065007787178,0.0249024422344626,-0.106287102819533,0.689227394295527,0.508028723396023,0.458182291678351,4.00032533848169
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,blue2,0.115501648296235,0.615173301983657,0.501939281097058,0.0526728217894613,-0.408357185497238,0.227401902273537,0.131702880455985,0.195132443677309,3.88472118163081
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,magenta,-0.0627206640713804,0.676544108994123,0.516192263873633,0.00737370897866909,-0.0506230021623627,0.811094550376629,0.689727590841984,0.653586312056035,3.96459108799714
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,yellowgreen,0.00255468885670629,0.992279940185006,0.258404799531818,0.342203599306673,0.0166882757808547,0.964353724894782,0.0391149712591019,-0.0807084557053306,2.72545149118949
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,antiquewhite4,-0.345244773305007,0.221696092412543,-0.174793823226367,0.521153619528367,0.291908954300654,0.451036812438656,-0.0735450121360053,-0.119864462377076,2.83553901167725
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,mediumorchid,-0.24135671528304,0.370826677613566,0.0551600868074969,0.833878103045059,-0.0561709382062442,0.87987735216716,0.0466622384967336,-0.0692512081953622,2.6426164509902
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,violet,-0.00672628176249723,0.979526150291658,0.303741416671994,0.266090455832363,-0.070120291963311,0.850127558669298,0.0488754572435507,-0.0649446035264536,2.650143253932
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,paleturquoise,0.240696093099395,0.378937491461908,0.264354166529613,0.336307739318352,-0.513189309535604,0.197906135578079,-0.221074649840568,-0.102115611542083,2.67517725778221
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,skyblue4,0.203676948006017,0.481809469592418,-0.00162757364958977,0.995441308667994,-0.160033783635644,0.692690508739064,-0.141710918683157,-0.258013633741788,3.38485117639499
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,magenta4,-0.0388162543463081,0.894189927224686,0.0161416658703346,0.955870591115042,-0.111442941147701,0.787523335111389,-0.183707766852913,-0.318863598292512,4.89958854003618
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,plum1,-0.211229114945692,0.437542588196473,-0.240462721677433,0.379505631241645,0.506296688195444,0.203499095311681,-0.215189017329624,-0.102740797503224,2.67381806158248
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,palevioletred3,0.234241496580311,0.38598795427673,-0.00187686110319416,0.994317989895548,0.062383196853428,0.867197242026327,0.0392627441920813,-0.0768161350577032,2.67909060105167
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,orangered4,-0.000961998673011307,0.996177676177483,0.0597155832601531,0.766837453866869,0.449866795380871,0.140845269618327,0.258801287535891,0.374855961238702,2.6888070679284
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,lightpink3,-0.272104816432585,0.317582451240426,-0.252228451190328,0.352075367228559,0.538003444456549,0.174502967580029,-0.221155325567394,-0.0753067941959851,3.15441607375629
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,lightblue4,-0.218475943433184,0.400579953068124,0.207613701376454,0.423394333239337,-0.0118064124107443,0.973770098269576,0.111565908844956,0.000655394805026299,3.44972530274983
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,turquoise,-0.0712817152291119,0.783728970236386,0.303343500017785,0.26155574319446,-0.205588457826771,0.578587441884961,0.0363600741663392,-0.0405074708840412,5.34465202919354
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,black,-0.0875599917688313,0.655624485770637,0.455542685030001,0.0425492309729118,-0.0808261483643996,0.770146300627505,0.46971334228681,0.410164528402692,4.33316677160956
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,darkslateblue,-0.105137366376507,0.695021131916611,0.245717840703917,0.369889649064392,-0.128965087382876,0.733500167057999,0.00370731595152751,-0.103677525985744,4.67028849124357
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,yellow4,-0.229435901281175,0.385855022214619,0.0393639290487412,0.878858775858391,-0.106773141554628,0.77048626074253,0.0717901234462943,-0.032479341623054,5.02486799615865
Bicor-None_signum0.627_minSize12_merge_ME_0.85_25509,tan,0.0717847077115875,0.783503017202968,0.357040784803292,0.195259361005316,-0.191137525717729,0.607187647520301,0.0305332094206172,-0.0529749121100136,5.33339870483417
