Network,Module,Genotype_Est,Genotype_Pval,Region_Est,Region_Pval,Interaction_Est,Interaction_Pval,Basic_Model_R2,Interaction_Model_R2,Mean_Expr
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,whitesmoke,0.108011701760211,0.561193186005663,0.599572233593855,0.00985933362535835,-0.4191133045521,0.134837871476609,0.37333072347952,0.476142274781184,0.796114336574946
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,goldenrod3,-0.107409608828364,0.620240640827637,0.426036781888268,0.0751897990227137,-0.234809385732827,0.448653217790967,0.31236031205296,0.283263781426189,2.68569383543784
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,yellowgreen,0.250384228279667,0.281131163299914,0.51060140265842,0.0461818774412883,-0.364844442932599,0.267851985151532,0.189619278683891,0.225592889418763,4.19798580863004
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,paleturquoise,0.144343131154679,0.417011179590881,0.596749576474285,0.00764197805632308,-0.67905082682495,0.0215854701915438,0.160065886801884,0.530593836357882,3.57015196358839
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,limegreen,-0.10276245540082,0.57180102746619,0.484482953969392,0.0239541211822364,-0.112760595597837,0.659558280246595,0.542638211537204,0.498580282146421,0.318146186989324
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,violetred3,-0.0079051710961247,0.972639898604767,0.401992649045824,0.109656502823359,-0.0845856132939585,0.795685135264306,0.261425094279029,0.176481542226982,0.131588864986356
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,lavender,0.081609851638589,0.780699822980226,0.149320974692655,0.612576016052776,-0.187917505661828,0.651686810674206,-0.210424828665092,-0.325311412409873,0.988540281728476
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,bisque3,0.104099836720755,0.653418463609704,0.385867756050909,0.122155016321288,-0.0575984495012816,0.859771663581029,0.266060877873793,0.177739743411248,0.932126299472711
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,peachpuff4,0.140714898750558,0.57314494759725,0.321976022054641,0.215808587336086,-0.0459927507814308,0.895368224936658,0.156348203935905,0.053073166712475,2.0272471674807
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,goldenrod2,0.0260234470371509,0.924927772486831,0.192891776159325,0.491575401611815,0.0364133178627394,0.925719313683068,-0.0516530997925573,-0.181742372245173,0.270311977499996
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,sienna4,0.296208240223896,0.287691878238769,0.00534387700322763,0.984110174143241,-0.116880615416335,0.758790766674419,-0.00459521303872568,-0.116081627712837,3.02913148634439
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,cyan3,0.212495785389505,0.454501572518023,0.166344557943633,0.555444045707534,-0.10645737075903,0.78772860059478,-0.0822977863932646,-0.205897676285093,1.23920697240654
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,seashell4,0.0543046864030686,0.853672253832458,0.126683334125287,0.668547745514628,-0.135527314366047,0.745400398079409,-0.208829090728955,-0.340991084976449,3.95639117565661
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,darkorchid2,0.284528088299915,0.291975852607206,0.269997118590721,0.315635772509008,-0.178146180412581,0.630916534028088,0.0378770323087515,-0.0496605251322004,1.97584078699318
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,skyblue,0.0143722511727376,0.95438412911688,-0.0236817945391255,0.924920734326128,0.362845725886431,0.322841970966608,0.00957700614523505,0.0215454346072549,0.0498295621645284
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,darkseagreen,0.18556614167439,0.22677704557097,0.188065692966992,0.221144427472389,0.304346799669202,0.167380866083574,0.620490117731341,0.668572949868796,4.05309976727605
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,palevioletred1,0.0597649265817271,0.753186570494066,-0.154942756906843,0.423318754128945,0.54495724453071,0.0691082468065821,0.233179447563397,0.443585851824279,1.39727765589671
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,seashell1,0.297930366652662,0.237439339429983,0.0835694636104566,0.729475733089365,0.0475585889634349,0.888959048996826,0.199520938191917,0.101793556705856,0.376777343617482
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,turquoise4,0.403039233500239,0.145010037555629,0.265184296540022,0.319027536333267,-0.463340151634889,0.225689003137065,-0.110423387838531,-0.0278333371976476,1.98813944502494
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,yellow2,0.580791242704497,0.0183645231247935,0.168804861534451,0.415836029415146,-0.501311017230856,0.10924665951341,0.201971259394822,0.361383925816118,3.42430525548829
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,red3,0.560017262224948,0.0269790225349459,0.228524041570787,0.302219478317192,-0.462832988432876,0.152944294848402,0.173729491510773,0.291354252355755,1.13993312499231
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,pink3,0.444591599536189,0.103100309577785,0.254557280504078,0.322965972015453,-0.48193739505604,0.196183887669595,-0.0695167909206291,0.0363155021162382,0.213439545400343
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,linen,0.448243375105352,0.097684924011759,0.291650692047681,0.25726463681496,-0.532867674488342,0.153686102494356,-0.0986900302028053,0.0567950482400403,0.124089835610498
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,olivedrab3,0.700589995059599,0.000267888219504431,0.280321046433533,0.0387715621496862,-0.443881977083815,0.0245040732545398,0.630325820643719,0.787304983103391,2.10024305042297
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,blue1,0.424453338972276,0.102967244672202,0.270730785283243,0.274184114455916,-0.269444410063246,0.432665266526585,0.153400145325303,0.122444212671369,0.845169955532874
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,bisque,0.444434345101751,0.0960154466738086,0.191265777856873,0.440469494646588,-0.298308378756156,0.396852097333113,0.10397821735526,0.0837442548869228,0.859727092409642
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,orangered1,0.390762107655219,0.0913200447321024,-0.127108839462704,0.549956952094389,-0.00560510256390834,0.984951243019659,0.391539596141801,0.315514444620989,1.66996514187002
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,maroon,0.354318061882699,0.191948648568147,-0.00843754428434873,0.973758941020531,-0.251940205038144,0.494043725441289,0.0352078666819184,-0.0199337247270965,0.0398155419541215
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,darkgoldenrod4,0.28896143957312,0.289288530938134,-0.0533486182767654,0.839278838253583,-0.0664226319697845,0.858241884253815,0.0450805202052905,-0.0697345747925737,1.41394343384119
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,darkorange,0.555817479659563,0.00077954286424952,-0.00750526206760261,0.945287440455582,-0.0397153660633957,0.797744120540336,0.833783770452708,0.814633343007769,2.53012488626278
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,ivory,0.330905483584433,0.0548286088297732,-0.0551534041276038,0.717759745128877,0.277158694692394,0.21994538598841,0.611489390855982,0.642143036195434,1.21381407457584
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,mediumpurple4,0.561658195205582,0.0036067211610358,0.0363563086626491,0.799085835700027,-0.117232765008203,0.565105025744838,0.707448557226975,0.685052633109049,1.96803598641859
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,snow2,0.213980986852222,0.432060317062595,-0.142063048678402,0.597835813895944,-0.00357716384021366,0.992436950427701,0.0187471083457686,-0.10389630713171,0.809244217090205
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,khaki2,0.237411799754158,0.332627971938121,-0.254495443445333,0.301133189553878,-0.00731213948937106,0.982633326260875,0.22248557638449,0.12535141167221,0.639411448812673
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,royalblue2,0.207668606529899,0.427415653160808,-0.12299390414867,0.633818934975143,0.145692351729939,0.689242418669765,0.075523349689317,-0.0181466495796494,0.382928667674943
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,brown2,0.150142401554233,0.573023522614467,0.154665163130379,0.561768641539195,0.0716512041711065,0.847775268087298,0.0376374878156145,-0.0773634969276651,0.284249743883992
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,chocolate1,0.375099187370295,0.149978445780268,0.0877573277699399,0.719170557336843,-0.094482623531498,0.783911059315881,0.177929669656629,0.0843768122052712,0.49171079318376
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,khaki,0.278936137889459,0.317288507806825,0.225760185460796,0.413130895435465,-0.190918995042292,0.619671878151267,-0.0365350838147955,-0.128512842165312,0.573041505235944
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,palevioletred3,0.0430166774341621,0.884165411288365,0.00696551600671505,0.981165942450323,-0.115669714542904,0.782156610220844,-0.211928904996094,-0.349622426418718,0.603085677037672
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,peachpuff3,0.174998153671097,0.545066939393811,-0.0320717322421818,0.910655698877581,-0.14333291817623,0.723865526501727,-0.143612366920692,-0.265377577183086,0.416559392533957
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,slateblue2,-0.0240539457790125,0.916012379856447,0.214471161378448,0.360260072889023,0.244471231239938,0.456638116963276,0.228818455665654,0.194054638743581,0.290213322911905
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,blanchedalmond,0.0276001155382575,0.920579166357662,0.132558792838215,0.634457593374644,0.111542189562287,0.776212297463413,-0.0666862361924685,-0.187191553787542,0.946303292901938
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,skyblue2,-0.0200639771687697,0.923521331438297,0.463968492784144,0.0511925023252679,-0.135602859005672,0.648543709103658,0.381562907412287,0.323221035439663,0.813481123849768
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,orangered4,-0.282098695987153,0.309788894283629,-0.232724338193626,0.397121511064321,0.494813517918576,0.215519656199265,-0.217018840983176,-0.116654515543775,0.253176980131463
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,rosybrown,-0.325489408400998,0.13819549613734,-0.220953727314208,0.296025160152226,0.767381982026316,0.0252328417810642,-0.11269580443469,0.355494673422693,0.154632461584942
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,tomato2,-0.186286270532979,0.4950497180558,-0.280352645268931,0.313400877586506,0.478238013724354,0.230586081104676,-0.205753348686495,-0.120613682070947,0.0424205662737041
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,tomato,-0.21973068616039,0.405724915867965,-0.249438930228328,0.348282296535827,0.559011996669034,0.153032200159238,-0.205806128278828,-0.0342720315056597,0.0907974872175316
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,steelblue,0.048817737754799,0.849084672226922,0.0106207567341689,0.966940647596271,0.297511262038877,0.421619459675608,0.014043364192471,-0.0179222345235057,0.0711559491615797
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,chartreuse2,-0.0603375400602501,0.78241105670027,-0.0106764890312259,0.960929123006476,0.498674199117085,0.13361122476686,0.117603419639785,0.263750927611858,0.0451173693633274
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,magenta1,-0.148610334552631,0.58377028087805,0.116818984635376,0.665526209963165,0.210426963459423,0.583313643816197,-0.0345559780535296,-0.118212233767256,0.154643337507367
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,lightgoldenrod4,0.0381275396612796,0.89424698664531,0.196009677582665,0.50055935116863,-0.218471573035679,0.593427701698794,-0.176073222103229,-0.273860989509427,0.351053787927233
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,darkgoldenrod3,0.124411571878328,0.673072179822184,0.00028085257742112,0.999235545568472,-0.0716147064680362,0.862980219671302,-0.188808476250492,-0.332120598781097,1.09246308695296
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,darkcyan,0.46701809739488,0.0823280209642987,0.299545601719491,0.238566026702598,-0.499542915453907,0.171538251300389,-0.0400858067458385,0.0872448144280026,1.19501522242304
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,navajowhite,0.150059934830546,0.57362794348012,0.364275437770932,0.192241146406194,-0.264866863610144,0.484958032971686,-0.0239970546452262,-0.0796499043047463,1.1760683893388
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,tomato4,0.163891512084677,0.570491369823432,0.127149078083018,0.658499679286615,-0.0702266552318729,0.862211844592862,-0.130356088305508,-0.266564698016607,1.53351165997168
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,lightblue4,0.205415036233416,0.451075177340311,0.295010178279609,0.288138446007485,-0.175859308778122,0.644354612050817,-0.0143766417085967,-0.10928077242313,0.480682285364752
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,khaki1,0.0178225280067377,0.948582285632392,0.0634329971006637,0.818748837132034,0.188614073607454,0.631937317456334,-0.0848873776861667,-0.183811303985302,0.421040683579156
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,green3,0.166116568594616,0.530996281804835,0.131425310898951,0.61846344960485,0.0856688632785063,0.817289409250721,0.0492100317945686,-0.0620702115289467,0.258684155062149
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,slateblue,0.131749114188589,0.577195528182903,0.161852145814491,0.495626542858845,0.192208264673065,0.565475192574462,0.212125770206187,0.151740009022111,0.143612125495203
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,burlywood4,0.140438051932742,0.578833388005698,0.27110571266869,0.296501855821756,0.0104713248649979,0.976414491607033,0.13559086216031,0.027652795094916,0.516153870836421
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,lightsteelblue,0.3734461643559,0.169332541138066,0.243479717703159,0.353525168619279,-0.260764669165364,0.47709327422965,0.0413049369577653,-0.00840878909118881,0.985329380533526
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,firebrick2,0.179576940767741,0.506869623224067,0.171360025905267,0.525978415762824,0.0124860735597933,0.973587319084657,0.0200414548579451,-0.102292589313342,0.566218579182686
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,wheat3,0.261741586525324,0.108741317159268,0.307338967162194,0.0668995150575943,0.129461406897497,0.545489923490383,0.676184429445758,0.652991496998478,0.62821588170752
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,lightpink3,0.291033179212331,0.039500827319081,0.302390212719699,0.0340197816589542,0.144083658507622,0.414743784060728,0.775194769151298,0.768502969089431,0.64412585693852
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,mediumvioletred,0.147915551858747,0.434205538568189,0.0955315783269488,0.609367727427299,0.344932488058161,0.211664305596891,0.417491313498684,0.4673742246702,0.118105882726148
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,darkmagenta,0.204585036622132,0.31346721159409,0.44346049010354,0.0480487547457937,-0.0854295629798559,0.758922887946476,0.462707820163342,0.403072576984405,0.98174987062007
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,lavenderblush3,-0.0189462963952499,0.934531209142294,0.16844948448582,0.472663329001927,0.2871336106318,0.390228512682007,0.191687377710445,0.175670438727281,0.374203403146173
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,turquoise2,0.152180839558564,0.435517088325169,0.19288724092025,0.32857578809669,0.253234233042315,0.36241353629861,0.43708600515146,0.432853319354438,0.286945387573363
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,aquamarine3,-0.131149211737861,0.629512191581033,-0.0945427137815509,0.727061208144043,0.410304437206606,0.299462452066353,-0.157282227754743,-0.128331845932924,0.403852620357646
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,rosybrown4,0.140331930254887,0.552455067271428,-0.122042103396582,0.60438560120948,0.341806186218684,0.316702404946238,0.141711443420002,0.154907826189157,0.818260728078646
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,darkseagreen4,0.277501283268942,0.310986872556371,0.00616373251157955,0.98142328836581,-0.0267640090389737,0.943014351771823,0.0337517995901233,-0.0862905285256532,0.88227858299579
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,mediumorchid3,0.185378360567232,0.489308254149169,0.0323275985068417,0.9025559802299,0.11807324674102,0.752517110559219,0.027426830957093,-0.0797678582149306,0.758736516927855
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,seashell2,0.0183078657354868,0.946889840387294,0.0632518907042631,0.818266453649553,0.197053202571242,0.615075740069721,-0.0762061206552558,-0.170688484698468,1.18105974278287
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,olivedrab4,0.419067118664559,0.0942618150904403,0.454789301193572,0.0733874109078615,-0.464708363013669,0.175009196206157,0.0870211568088738,0.195601222272792,1.33083331520464
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,cornflowerblue,0.379370538773385,0.159592418020047,0.321477759570097,0.22527682982342,-0.584767077431792,0.129481709877402,-0.191373778713136,0.0123430505098463,0.995675107807449
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,tan1,0.17387896912066,0.541218486912136,0.220186295846938,0.442408047431785,-0.150774623391409,0.705811758497733,-0.109775263445894,-0.225053778472222,0.210552268695871
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,lightgoldenrod1,0.217198777371152,0.436162160396763,0.316387323241892,0.266701929727777,-0.345949694813846,0.382940485733152,-0.139638276798035,-0.158671832826565,0.573218175422236
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,chocolate4,0.284254325003067,0.22876974922992,0.421700931286015,0.0892647149969824,-0.211120140511192,0.513057823511291,0.261325606984743,0.214955887641347,0.218946656024896
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,thistle4,0.0316759696007419,0.889520780100811,0.271513574779611,0.25393503276234,0.152042985596713,0.639518131354173,0.263168788657745,0.194904365130036,0.195539926603668
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,green4,-0.0440696644006114,0.857043735063563,0.226943539823767,0.36609408742154,0.176039369143084,0.613493530803489,0.148600380090998,0.0741337201996765,0.19570182474201
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,lemonchiffon3,-0.0372916485453652,0.895606925366246,0.179297502350417,0.533165297216376,-0.0284145893544689,0.943617559290895,-0.112563523539286,-0.250801344190758,0.394594761674562
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,khaki4,-0.300196069142786,0.266398832182294,0.0710005189001005,0.78467505920273,0.0879344108561157,0.810779465278607,0.066970741316143,-0.0416838160125828,1.63607520205681
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,mediumorchid1,0.0372203411400653,0.893132009273437,0.0757421988896404,0.784949552478085,0.162242553111712,0.680330344522583,-0.0806489647272217,-0.188584856589161,0.745317734380704
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,lemonchiffon4,0.126439413190401,0.648705204288452,0.245629377740756,0.384823086429845,-0.0949153335436037,0.808002372047623,-0.0553516968046754,-0.177980209596639,1.00184846436214
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,floralwhite,0.136438324633888,0.642485495390833,-0.00225783130576557,0.993826868660292,-0.059856004687171,0.88476259985237,-0.1768275078679,-0.320236244388742,1.21992898002941
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,orange1,-0.0341309068407038,0.908642646778391,-0.0378316278808603,0.898797671763554,0.0290810081216086,0.944866421482083,-0.218825934345996,-0.370307042823584,1.88641675591637
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,darkgrey,-0.0320106854064001,0.911108291503445,0.0567875577459075,0.843139886091273,-0.182093480888926,0.655375593647134,-0.162393876149439,-0.273498886267678,3.45289497663746
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,bisque1,0.0336260230021968,0.898621294997989,0.334188527658968,0.227538025391852,-0.171346165710985,0.648275076241591,0.0141634611769988,-0.0787891130312746,0.798401270090134
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,darkturquoise,0.0170674374540659,0.943891327196096,-0.014880448955292,0.951069392708257,0.384766609381781,0.280406142488643,0.0541596607687854,0.0886013790505094,0.0491909273141263
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,magenta4,-0.171723568919908,0.542097053892124,-0.0194445732931353,0.944295183767434,0.30888136854192,0.441461157334493,-0.154305845925494,-0.200204886214091,0.209037911180119
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,plum1,-0.00227546585443869,0.98262802067563,0.660540754074754,0.000183984348407986,-0.462225478139431,0.012117163514583,0.653665516763694,0.83070273627042,2.10510553388849
Bicor-None_signum0.508_minSize10_merge_ME_0.85_18566,magenta3,-0.00297828370668259,0.98910751612903,0.478793145433992,0.0533683037674401,-0.347511601294556,0.278704479202449,0.233481078163303,0.262204410750345,2.44527342682471
